chid,depvar,alt,ic,oc
187,0,er,1138.8,474.17
187,1,gc,838.99,203.23
187,0,gr,1003.8,191.96
187,0,hp,1211.7,275.41
188,0,ec,648.87,452.66
188,0,er,915.66,404.9
188,0,gc,826.04,174.14
188,1,gr,814.01,133.78
188,0,hp,933.08,223.3
189,0,ec,822.38,410.81
189,0,er,793.42,379.02
189,1,gc,808.72,172.48
189,0,gr,855.23,150.11
189,0,hp,953.25,193.5
190,0,ec,887.59,419.26
190,0,er,970.86,369.25
190,1,gc,780,170.95
190,0,gr,935,156.33
190,0,hp,837.47,201.67
191,0,ec,862.51,592.39
191,0,er,864.5,475.79
191,1,gc,864.44,184.87
191,0,gr,895.08,158.31
191,0,hp,962.14,228.38
192,0,ec,753.19,457.04
192,0,er,1131.6,319.25
192,0,gc,791.31,156.38
192,0,gr,711.16,121.9
192,1,hp,1036.7,185.1
193,0,ec,1030.6,493.98
193,0,er,1058.1,484.51
193,1,gc,856.24,219.21
193,0,gr,1220.1,178.89
193,0,hp,1223.5,235.06
194,0,ec,1086,617.38
194,0,er,1294.7,496.15
194,1,gc,996.95,190.72
194,0,gr,1177.9,198.5
194,0,hp,1217.5,291.26
195,0,ec,830.43,470.43
195,0,er,1160.2,467.34
195,1,gc,696.37,175.16
195,0,gr,1027.4,167.99
195,0,hp,1206.5,221.63
196,0,ec,751.83,397.93
196,0,er,848.08,355.29
196,1,gc,752.3,149.37
196,0,gr,770.49,128.73
196,0,hp,1027.5,165.48
197,0,ec,859.3,496.57
197,0,er,1136,403.9
197,1,gc,769.07,209.11
197,0,gr,974.72,176.55
197,0,hp,1134,213.23
198,0,ec,849.39,532.84
198,0,er,910.96,386.42
198,1,gc,845.93,159.9
198,0,gr,895.4,142.48
198,0,hp,1012.9,215.24
199,0,ec,744.9,469.41
199,0,er,1146.5,479.18
199,1,gc,873.54,137.4
199,0,gr,992.31,178.67
199,0,hp,1038.2,216.58
200,0,ec,869.21,595.36
200,0,er,1183.5,483.74
200,1,gc,814.21,159.09
200,0,gr,942.32,147.4
200,0,hp,1293.7,223.39
201,1,ec,766.6,404
201,0,er,822.64,446.81
201,0,gc,647.22,147.59
201,0,gr,882.06,157.59
201,0,hp,919.73,178.87
202,0,ec,756.91,361.51
202,0,er,932.82,427.15
202,1,gc,844.42,163.82
202,0,gr,816.51,161.13
202,0,hp,912.05,193.92
203,0,ec,572.63,380.89
203,0,er,718.6,349.28
203,1,gc,582.18,143.84
203,0,gr,784.36,115.12
203,0,hp,977.31,142.67
204,0,ec,741.52,507.67
204,0,er,1042.2,462.53
204,0,gc,744.1,175.45
204,1,gr,808.98,158.48
204,0,hp,1058.7,230.67
205,0,ec,834.19,425.04
205,0,er,922.38,403.49
205,1,gc,750.74,155.93
205,0,gr,874.58,168.81
205,0,hp,996.39,211.03
206,0,ec,862.46,535.77
206,0,er,1070.4,459.76
206,1,gc,769.35,166.36
206,0,gr,948.34,153.94
206,0,hp,1322.8,210.87
207,0,ec,862.36,542.24
207,0,er,921.46,467.08
207,1,gc,766.25,175.8
207,0,gr,1011.1,165.31
207,0,hp,1153.5,253.45
208,0,ec,705.8,389.04
208,0,er,781.74,356.26
208,1,gc,637.69,148.46
208,0,gr,926,136.19
208,0,hp,934.03,189.57
209,0,ec,862.26,527.4
209,0,er,920.3,449.51
209,1,gc,837.87,182.38
209,0,gr,902.57,160.36
209,0,hp,1125.3,234.32
210,0,ec,812.52,404.63
210,0,er,1147.9,427.79
210,1,gc,676.21,182.38
210,0,gr,998.17,170.49
210,0,hp,980.53,217.68
211,0,ec,779.77,508.95
211,0,er,1127.7,495.43
211,0,gc,991.99,185.41
211,1,gr,985.02,165.41
211,0,hp,1162,247.86
212,0,ec,785.86,433.71
212,0,er,943.43,381.73
212,1,gc,734.38,173.69
212,0,gr,768.22,149.67
212,0,hp,1038,207.29
213,0,ec,865.4,479.61
213,0,er,1028.8,430
213,1,gc,751.73,168.69
213,0,gr,929.9,153.24
213,0,hp,1267.4,223.1
214,0,ec,840.97,461.58
214,0,er,948.2,504.86
214,1,gc,861.18,180.32
214,0,gr,1033.6,167.47
214,0,hp,1057.4,222.08
215,0,ec,906.75,486.66
215,0,er,1099,443.17
215,1,gc,773.56,163.6
215,0,gr,899.9,157.63
215,0,hp,1010.3,228.59
216,0,ec,809.43,521.66
216,0,er,1024.6,439.42
216,1,gc,693.78,190.03
216,0,gr,1163.8,145.41
216,0,hp,1047.5,200.08
217,0,ec,847.76,455.54
217,0,er,1084.4,433.99
217,1,gc,762.26,181.11
217,0,gr,865.6,155.17
217,0,hp,1143.5,231.35
218,0,ec,801.4,424
218,0,er,962.72,403.66
218,1,gc,818.01,182.39
218,0,gr,800.88,180.79
218,0,hp,943.48,199.01
219,0,ec,844.22,606.03
219,0,er,1207.3,501.21
219,1,gc,893.89,205.01
219,0,gr,1173.8,194.93
219,0,hp,1229.9,292.23
220,0,ec,1078.4,551.31
220,0,er,1126.6,462.38
220,1,gc,869.83,185.77
220,0,gr,1085.5,194.46
220,0,hp,1230.7,258.26
221,0,ec,869.18,460.15
221,0,er,1094.5,482.9
221,1,gc,897.46,185.79
221,0,gr,1074.9,150.52
221,0,hp,1218.4,247.18
222,1,ec,871.97,439
222,0,er,1085.7,500.29
222,0,gc,853.55,185.23
222,0,gr,946.16,169.45
222,0,hp,1264,222.54
223,0,ec,893.4,559.43
223,0,er,1076.1,460.13
223,1,gc,866.98,199.47
223,0,gr,1088.5,172.27
223,0,hp,1112.2,221.26
224,0,ec,881.21,595.97
224,0,er,938.53,445.52
224,1,gc,814.83,162.27
224,0,gr,937.55,157.38
224,0,hp,999.68,229.41
225,0,ec,819.27,461.21
225,0,er,1102.4,531.35
225,1,gc,927.64,156.13
225,0,gr,1024,172.82
225,0,hp,1191.5,247.93
226,0,ec,867.3,533.16
226,0,er,1048.2,452.02
226,1,gc,799.5,176.83
226,0,gr,965.2,153.37
226,0,hp,987.64,248.85
227,0,ec,866.93,434.66
227,0,er,908.78,449.98
227,1,gc,792.17,151.9
227,0,gr,891.63,141.42
227,0,hp,924.6,195.8
228,0,ec,838.84,504.09
228,0,er,967.88,437.24
228,1,gc,770.33,152.9
228,0,gr,918.49,134.9
228,0,hp,988.41,222.03
229,0,ec,845.99,611.96
229,0,er,1133,529.61
229,1,gc,923.22,203.16
229,0,gr,1113.9,195.48
229,0,hp,1267.9,255.21
230,0,ec,747.24,529.54
230,1,er,960.07,437.9
230,0,gc,877.72,176.43
230,0,gr,1012,172.99
230,0,hp,1126.7,216.35
231,0,ec,611.82,377.69
231,0,er,900.03,274.67
231,1,gc,710.54,147.07
231,0,gr,829.03,139.78
231,0,hp,806.29,169.98
232,0,ec,772.32,397.17
232,0,er,672.55,397.71
232,1,gc,712.01,162.72
232,0,gr,928.77,157.26
232,0,hp,954.25,232.87
233,0,ec,970.3,543.32
233,0,er,1098.1,463.74
233,1,gc,910.68,218.36
233,0,gr,916.21,174.83
233,0,hp,1117.8,251.39
234,0,ec,950.57,503.89
234,0,er,1134.3,447.69
234,1,gc,829.19,169.75
234,0,gr,915,171.73
234,0,hp,1074.5,211.28
235,0,ec,791.73,474.16
235,0,er,980.81,471.14
235,1,gc,894.18,166.23
235,0,gr,955.61,145.29
235,0,hp,1075.1,224.11
236,0,ec,749.7,361.47
236,0,er,929.75,421.42
236,0,gc,788.5,160.02
236,1,gr,910.04,133.4
236,0,hp,1083.2,221.4
237,0,ec,833.31,407.64
237,0,er,904.6,357.75
237,1,gc,728.18,167.45
237,0,gr,695.28,149.34
237,0,hp,865.39,199.03
238,1,ec,671.99,427.74
238,0,er,777.71,320.46
238,0,gc,690.79,156.5
238,0,gr,721.42,130.26
238,0,hp,770.33,170.43
239,0,ec,997.63,568.85
239,0,er,1173.4,490.72
239,1,gc,805.87,176.89
239,0,gr,847.48,156.63
239,0,hp,959.95,203.23
240,0,ec,800.93,489.61
240,0,er,1052.8,406.71
240,1,gc,824.04,171.42
240,0,gr,928.98,148.75
240,0,hp,1028.7,249.91
241,0,ec,935.84,517.02
241,0,er,1013.5,436.58
241,1,gc,838.86,173.65
241,0,gr,890.02,172.39
241,0,hp,1148.1,239.41
242,0,ec,855.05,428
242,0,er,813.19,375.64
242,1,gc,734.11,160.17
242,0,gr,828.67,149.27
242,0,hp,961.38,201.14
243,0,ec,1077.2,568.57
243,0,er,1271.3,462.07
243,1,gc,978.23,192.98
243,0,gr,1244.5,188.67
243,0,hp,1183.9,263.15
244,0,ec,859.88,435.38
244,0,er,1042.4,395.07
244,0,gc,650.74,165.97
244,1,gr,941.36,158
244,0,hp,933.15,231.18
245,0,ec,696.95,514.55
245,0,er,1005.5,342.4
245,1,gc,787.95,167.34
245,0,gr,838.1,145.63
245,0,hp,944.22,229.64
246,0,ec,792.32,468.84
246,0,er,928.82,377.26
246,1,gc,720.02,178.24
246,0,gr,833.69,152.15
246,0,hp,1024.3,215.44
247,0,ec,928.84,542.68
247,0,er,1138,447.52
247,0,gc,874.22,188
247,1,gr,967.58,173.56
247,0,hp,1208.1,228.48
248,0,ec,548.36,328.48
248,0,er,810.67,351.53
248,1,gc,542.23,116
248,0,gr,705.08,110.32
248,0,hp,826.06,148.94
249,0,ec,820.16,447.49
249,1,er,969.93,484.12
249,0,gc,731.08,175.24
249,0,gr,947.41,145.13
249,0,hp,958.49,241.28
250,1,ec,721.26,401.92
250,0,er,920.99,366.3
250,0,gc,600.29,142.42
250,0,gr,772.63,137.13
250,0,hp,956.48,178.5
251,1,ec,744.33,443.21
251,0,er,973.68,332.49
251,0,gc,720.23,161.83
251,0,gr,781.31,168.47
251,0,hp,825.02,212.46
252,0,ec,831.1,413.13
252,0,er,905.93,365.69
252,0,gc,736.05,142.2
252,0,gr,800.06,151.61
252,1,hp,758.72,202.9
253,0,ec,662.38,400.81
253,0,er,1012.2,364.89
253,1,gc,681.14,154.02
253,0,gr,860.54,136.94
253,0,hp,962.58,194.08
254,0,ec,741.66,484.88
254,0,er,834.06,396.63
254,1,gc,646.85,170.7
254,0,gr,829.19,143.79
254,0,hp,1016.3,225.24
255,0,ec,898.63,507.36
255,0,er,1263.8,500.19
255,1,gc,933.56,194.26
255,0,gr,991.03,169.65
255,0,hp,1093.8,224.2
256,0,ec,813.86,487.66
256,0,er,1014.2,425.83
256,1,gc,871.6,175.22
256,0,gr,804.32,160.3
256,0,hp,889.44,228.88
257,0,ec,981.34,535.16
257,0,er,1204.1,509.91
257,1,gc,884.58,199.41
257,0,gr,1074.8,186.66
257,0,hp,1369.4,232.76
258,0,ec,640.26,423.95
258,1,er,831.63,333.72
258,0,gc,630.79,141.15
258,0,gr,823.18,153.87
258,0,hp,853.47,165.36
259,0,ec,813.66,451.7
259,0,er,988.02,434.16
259,1,gc,732.12,159.63
259,0,gr,948.08,143.01
259,0,hp,997.33,225.52
260,0,ec,547.49,379.72
260,0,er,658.38,324.11
260,0,gc,517.94,115.24
260,1,gr,672.57,96.281
260,0,hp,761.02,131.52
261,0,ec,695.15,405.56
261,0,er,836.76,398.01
261,0,gc,750.95,170.01
261,1,gr,835.25,153.96
261,0,hp,906.18,177.48
262,0,ec,713.75,414.15
262,0,er,966.32,404.63
262,0,gc,676.59,157.46
262,1,gr,676.19,109.57
262,0,hp,864.39,177.2
263,0,ec,905.57,509
263,0,er,870.51,414.15
263,1,gc,745.2,182.72
263,0,gr,904.73,154.08
263,0,hp,1149.3,239.24
264,0,ec,726,445.24
264,0,er,802.66,334.26
264,1,gc,698.35,156.94
264,0,gr,820.15,145.79
264,0,hp,796.82,196.51
265,0,ec,974.93,498.3
265,0,er,1134.5,459.8
265,1,gc,837.62,185.79
265,0,gr,889.34,161.61
265,0,hp,1089.8,253.07
266,0,ec,764.99,455.82
266,0,er,1029,438.16
266,0,gc,698.01,194.93
266,1,gr,929.45,149.49
266,0,hp,1109.9,207.92
267,0,ec,781.97,473.85
267,0,er,1042.9,434.07
267,1,gc,862.79,172.52
267,0,gr,1044.7,155.93
267,0,hp,936.76,226.74
268,0,ec,833.92,456.8
268,0,er,1070.6,393.92
268,1,gc,752.24,166.1
268,0,gr,1034.6,156.78
268,0,hp,1072.2,232.22
269,0,ec,760.21,470.87
269,0,er,1062.3,425.45
269,1,gc,701.71,205.55
269,0,gr,984.66,150.11
269,0,hp,963.61,225.3
270,0,ec,930.12,535.12
270,0,er,823.09,393.81
270,1,gc,889.35,192.31
270,0,gr,1107,157.67
270,0,hp,1204.7,257.38
271,0,ec,690.81,453.45
271,0,er,867.46,438.26
271,1,gc,790.05,183.06
271,0,gr,982.79,150.84
271,0,hp,1126.5,208.9
272,0,ec,743.53,447.32
272,0,er,886.04,366.82
272,1,gc,647.77,155.07
272,0,gr,863.71,128.38
272,0,hp,1136.7,199.06
273,0,ec,746.07,360.22
273,0,er,838.46,333.12
273,0,gc,666.04,147.5
273,1,gr,784.55,150.05
273,0,hp,1025.8,172.87
274,0,ec,765.49,451.82
274,0,er,988.72,440.08
274,1,gc,760.58,162.6
274,0,gr,932.89,152.1
274,0,hp,953.73,232.28
275,0,ec,568.02,415.48
275,0,er,834.82,318.78
275,1,gc,517.82,137.61
275,0,gr,601.96,97.743
275,0,hp,916.08,176.03
276,0,ec,818.47,511.62
276,0,er,1171.4,524.37
276,1,gc,915.06,191.89
276,0,gr,944.35,172.73
276,0,hp,1209.4,231.36
277,0,ec,733.77,458.83
277,0,er,909.1,367.78
277,1,gc,638.85,145.74
277,0,gr,737.19,144.98
277,0,hp,927.11,182.82
278,0,ec,759.85,430.39
278,0,er,983.98,421.26
278,1,gc,820.44,162.52
278,0,gr,1049.9,166.11
278,0,hp,1258,245.45
279,0,ec,834.63,491.21
279,0,er,1112.3,488.44
279,0,gc,793.75,181.52
279,1,gr,921.46,158.98
279,0,hp,1025.3,203.96
280,0,ec,503.2,276.45
280,0,er,592.88,294
280,1,gc,577.96,111.94
280,0,gr,669.89,85.215
280,0,hp,724.34,189.59
281,0,ec,830.13,594.3
281,0,er,1156.8,490.7
281,1,gc,915.75,199.82
281,0,gr,1128.4,192.98
281,0,hp,1355.9,251.94
282,0,ec,890.08,487.47
282,0,er,1077.9,432.31
282,1,gc,703.58,165.27
282,0,gr,976,168.2
282,0,hp,1182.3,222.52
283,0,ec,801.76,506.17
283,0,er,1022.7,490.01
283,0,gc,973.44,162.24
283,0,gr,854.95,179.01
283,1,hp,1201.4,287.52
284,1,ec,469.61,347.75
284,0,er,757.71,266.92
284,0,gc,574.09,122.2
284,0,gr,574.94,109.76
284,0,hp,853.3,168.98
285,0,ec,871.74,631.83
285,0,er,1032,459.84
285,1,gc,953.99,234.04
285,0,gr,1171.5,203.68
285,0,hp,1315.8,274.88
286,0,ec,735.84,445.16
286,1,er,945.8,440.28
286,0,gc,709.93,192.39
286,0,gr,904.05,136.86
286,0,hp,964.59,222.09
287,0,ec,707.68,442.37
287,0,er,921.81,411.69
287,0,gc,752.96,181.68
287,1,gr,953.48,142.73
287,0,hp,1038.5,235.72
288,0,ec,805.33,498.77
288,1,er,937.27,376.04
288,0,gc,771.37,161.92
288,0,gr,810.06,156.55
288,0,hp,1038.9,237.6
289,0,ec,728.83,523.68
289,0,er,907.28,479.98
289,1,gc,846.21,167.54
289,0,gr,1030.3,146.89
289,0,hp,989.24,207.13
290,0,ec,759.33,474.95
290,0,er,882.35,454.78
290,0,gc,806.19,189.63
290,1,gr,903.01,135.41
290,0,hp,928.98,220
291,0,ec,1121.5,577.34
291,0,er,1163.3,545.45
291,1,gc,1060.7,226.07
291,0,gr,1286.2,194.13
291,0,hp,1399.5,255.74
292,0,ec,553.67,334.79
292,0,er,649.32,371.59
292,0,gc,618.22,133.69
292,1,gr,599.51,118.88
292,0,hp,645.18,187.33
293,1,ec,972.53,571.36
293,0,er,1048.1,514.03
293,0,gc,880.03,226.76
293,0,gr,1099.6,166.87
293,0,hp,1238.4,276.89
294,1,ec,1013.3,517.78
294,0,er,1133.3,464.22
294,0,gc,833.18,216.1
294,0,gr,1033.7,160.9
294,0,hp,972.81,205.1
295,0,ec,659.64,289.07
295,0,er,810.42,268.86
295,0,gc,594.71,144.9
295,0,gr,737.9,119.62
295,1,hp,765.11,136.46
296,0,ec,950.06,592.32
296,0,er,1162.1,575.35
296,1,gc,989.79,235.97
296,0,gr,1121.8,177.48
296,0,hp,1432.6,270.85
297,0,ec,1172.2,668.92
297,0,er,1378.5,607.31
297,1,gc,1158.9,240.52
297,0,gr,1344,227.92
297,0,hp,1679.8,318.07
298,0,ec,908.33,512.51
298,0,er,1001.5,396.63
298,1,gc,666.75,197.29
298,0,gr,752.06,162.11
298,0,hp,922.44,194.56
299,0,ec,805.29,555.26
299,0,er,904.49,421.67
299,1,gc,766.12,151.52
299,0,gr,963.26,149.69
299,0,hp,1112,201.53
300,0,ec,797.07,464.57
300,0,er,938.75,368.04
300,1,gc,766.58,161.43
300,0,gr,850.07,131.03
300,0,hp,1013.3,224.86
301,1,ec,891.78,490.55
301,0,er,960.32,543.32
301,0,gc,851.39,197.27
301,0,gr,897.55,156.7
301,0,hp,1073.9,228.18
302,0,ec,682.94,452.72
302,1,er,979.56,363.63
302,0,gc,700.22,165.61
302,0,gr,939.05,141.8
302,0,hp,1009.9,189.29
303,0,ec,609.77,483
303,0,er,812.85,346.41
303,1,gc,612.73,137.82
303,0,gr,901.77,133.26
303,0,hp,885.24,198.84
304,0,ec,780.56,502.5
304,0,er,945.21,503.45
304,1,gc,678.97,178.72
304,0,gr,729.76,150.39
304,0,hp,1185.9,243.52
305,0,ec,884.29,522.42
305,0,er,954.86,432.91
305,1,gc,715.15,179.94
305,0,gr,1101.8,167.11
305,0,hp,1153.4,238.48
306,0,ec,659.44,459.05
306,0,er,846.68,398.77
306,1,gc,711.7,149.74
306,0,gr,768.66,143.28
306,0,hp,819.69,156.8
307,0,ec,812.97,517.11
307,0,er,994.08,423.17
307,1,gc,772.1,183.51
307,0,gr,944.73,157.86
307,0,hp,1201.5,216.29
308,0,ec,695.57,465.47
308,0,er,811.78,350.94
308,1,gc,636.67,146.82
308,0,gr,598.09,123.95
308,0,hp,946.63,221.91
309,0,ec,857.28,514.34
309,0,er,996.7,385.69
309,1,gc,712.52,176.48
309,0,gr,969.92,159.61
309,0,hp,1051.3,190.58
310,0,ec,787.86,373.04
310,1,er,845.19,318.46
310,0,gc,689.45,165.89
310,0,gr,841.48,121.55
310,0,hp,795.67,197.27
311,0,ec,811.48,452.5
311,1,er,905.9,447.92
311,0,gc,794.09,174.34
311,0,gr,1155.9,161.43
311,0,hp,1036.1,227.2
312,0,ec,714.12,469.38
312,0,er,836.16,353.51
312,1,gc,550.69,155.56
312,0,gr,874.51,146.79
312,0,hp,887.74,184.43
313,0,ec,680.46,316.04
313,1,er,649.59,289.65
313,0,gc,611.85,85.38
313,0,gr,631.9,103.37
313,0,hp,873.09,165.46
314,0,ec,582.82,334.84
314,0,er,650.23,179.95
314,0,gc,523.78,101.13
314,1,gr,659.84,99.106
314,0,hp,547.07,131.39
315,0,ec,942.12,558.99
315,1,er,1159.8,500.52
315,0,gc,762.69,202.69
315,0,gr,1036,190.72
315,0,hp,1284.8,275.65
316,0,ec,832.37,451.39
316,0,er,974.27,542.89
316,1,gc,675.88,169.57
316,0,gr,982.51,171.3
316,0,hp,915.51,196.29
317,0,ec,694.89,355
317,0,er,903.41,351.11
317,0,gc,688.9,157.22
317,0,gr,854.09,136.82
317,1,hp,922.36,223.81
318,0,ec,803.74,460.15
318,0,er,1049.2,450.43
318,1,gc,620.53,164.48
318,0,gr,765.28,118.28
318,0,hp,958.5,197.49
319,0,ec,784.77,420.25
319,0,er,1033.4,400.75
319,1,gc,717.62,125.58
319,0,gr,767.36,135.02
319,0,hp,872.11,162.07
320,0,ec,598.65,370.7
320,0,er,797.09,323.85
320,1,gc,639.57,153.28
320,0,gr,617.23,140.52
320,0,hp,907.87,143.14
321,0,ec,687.68,498.16
321,0,er,887.54,353.33
321,1,gc,870.96,157.28
321,0,gr,958.38,148.22
321,0,hp,1146,206.2
322,0,ec,949.9,521.6
322,0,er,980.42,430.61
322,1,gc,912.33,209.83
322,0,gr,1009.8,171.79
322,0,hp,1109,219.72
323,0,ec,789.56,425.02
323,0,er,867.15,417.7
323,0,gc,678.75,156.93
323,0,gr,787.68,140.96
323,1,hp,979.58,199.08
324,0,ec,808.48,307.07
324,0,er,899.89,342.22
324,1,gc,587.57,154.63
324,0,gr,775.19,127
324,0,hp,813.02,175.56
325,0,ec,767.21,327.01
325,0,er,682.41,319.93
325,1,gc,542.06,172.31
325,0,gr,833.24,133.85
325,0,hp,826.01,171.44
326,0,ec,684.31,419.64
326,0,er,769.85,341.57
326,1,gc,651.12,135.41
326,0,gr,683.84,116.65
326,0,hp,825.56,181.05
327,0,ec,747.15,492.56
327,0,er,986.81,392.68
327,1,gc,739.94,149.79
327,0,gr,934.03,137.4
327,0,hp,1003.9,225.82
328,0,ec,806.11,465.17
328,0,er,1007.6,353.87
328,0,gc,833.14,199.78
328,1,gr,917.79,144.96
328,0,hp,1070.7,223.83
329,0,ec,732.96,411.73
329,0,er,931.23,393.77
329,1,gc,673.25,127.77
329,0,gr,776.08,150.11
329,0,hp,835.62,190.53
330,0,ec,677.16,296.42
330,0,er,737,321.48
330,1,gc,671.87,137.99
330,0,gr,642.14,140.17
330,0,hp,884.84,156.31
331,0,ec,887.42,453.9
331,0,er,1029.9,469.63
331,1,gc,771.49,173.71
331,0,gr,918.24,156.13
331,0,hp,1184.8,215.07
332,0,ec,870.61,516.91
332,0,er,916.22,457.7
332,1,gc,812.45,145.55
332,0,gr,958.07,150.29
332,0,hp,957.34,215.24
333,0,ec,918.02,495.84
333,1,er,911.28,526.92
333,0,gc,830.48,175.34
333,0,gr,995.81,175.52
333,0,hp,1182.2,237.27
334,0,ec,946.73,519.01
334,0,er,1038.6,528.83
334,0,gc,777.6,201.63
334,1,gr,1095.6,190.56
334,0,hp,1191.5,260.57
335,0,ec,900.89,567.95
335,0,er,1033.3,534.39
335,1,gc,956.69,197.67
335,0,gr,947.65,151.48
335,0,hp,1059.3,231.91
336,0,ec,920.04,503.16
336,0,er,1005.9,437.02
336,0,gc,820.43,189.17
336,1,gr,1019.9,169.77
336,0,hp,1051.6,232.41
337,0,ec,895.71,508.19
337,0,er,1164.3,496.39
337,1,gc,825.16,186.41
337,0,gr,1037.8,174.8
337,0,hp,1141.2,224.22
338,0,ec,783.96,502.5
338,0,er,1016.1,426.62
338,1,gc,748.8,167.93
338,0,gr,939.21,136.15
338,0,hp,998.94,202.12
339,0,ec,730.14,483.05
339,0,er,959.81,377.76
339,1,gc,728.61,150.92
339,0,gr,787.29,157.29
339,0,hp,885.08,197.04
340,0,ec,784.16,428.66
340,0,er,1034.4,430.46
340,0,gc,687.14,162.9
340,0,gr,754.5,154.14
340,1,hp,929.89,177.87
341,0,ec,791.92,397.74
341,0,er,930.48,455.6
341,0,gc,824.61,202.49
341,0,gr,861.36,156.92
341,1,hp,1048.4,215.71
342,0,ec,925.33,551.61
342,0,er,902.35,389.86
342,1,gc,727.56,169.73
342,0,gr,860.2,154.3
342,0,hp,890.95,250.44
343,0,ec,753.8,446.48
343,0,er,746.86,378.64
343,0,gc,604.58,143.92
343,1,gr,772.73,115.31
343,0,hp,791.37,159.39
344,0,ec,973.91,503.14
344,0,er,1193.9,406.55
344,0,gc,937.77,189.51
344,1,gr,1104.4,159.37
344,0,hp,1064.7,211.04
345,0,ec,797.07,371.04
345,0,er,935.07,423.6
345,0,gc,644.21,157.91
345,1,gr,821.76,122.9
345,0,hp,816.22,173.76
346,0,ec,999.62,566.7
346,1,er,1119.9,440.2
346,0,gc,893.85,196.44
346,0,gr,935.4,145.7
346,0,hp,1150.5,257.19
347,0,ec,886.93,492.99
347,0,er,1014.4,373.51
347,1,gc,837.69,166.54
347,0,gr,942.03,145.74
347,0,hp,1047.2,237.23
348,0,ec,633.2,398.74
348,0,er,905.27,385.03
348,1,gc,744.25,146.28
348,0,gr,856.65,146.11
348,0,hp,1054.1,187.53
349,0,ec,812.78,484.29
349,0,er,967.18,461.94
349,1,gc,705.46,160.14
349,0,gr,974.04,139.06
349,0,hp,932.1,215.77
350,0,ec,1039.9,479.46
350,0,er,1076.2,456.63
350,1,gc,767.71,199.71
350,0,gr,861.92,131.62
350,0,hp,1104.4,228.66
351,0,ec,883.41,475.57
351,0,er,1060.9,436.8
351,1,gc,817.5,166.14
351,0,gr,1009.7,138.59
351,0,hp,1062.8,219.24
352,0,ec,1230.5,664.73
352,0,er,1269.2,644.83
352,1,gc,1115.5,233.86
352,0,gr,1224.3,216.82
352,0,hp,1478.4,291.8
353,0,ec,892.08,498.94
353,0,er,991.22,464.55
353,0,gc,839.74,178.07
353,0,gr,844.67,125.23
353,1,hp,1082.2,226.4
354,0,ec,891.91,524.58
354,0,er,991.79,479.58
354,1,gc,913.57,179.24
354,0,gr,963.16,194.59
354,0,hp,1113.8,254.08
355,0,ec,837.95,367.85
355,0,er,795.56,368.2
355,1,gc,714.72,149.42
355,0,gr,860.27,136.51
355,0,hp,928.97,220.39
356,0,ec,799.12,413.4
356,0,er,1112,444.84
356,1,gc,796.96,162
356,0,gr,838.71,159.66
356,0,hp,1064.4,209.97
357,0,ec,941.14,525.23
357,0,er,1179.8,459.84
357,0,gc,902.22,175.63
357,0,gr,950.24,154.19
357,1,hp,1144.7,252.95
358,0,ec,645.75,395.05
358,0,er,811.61,302.21
358,1,gc,644.83,125.16
358,0,gr,624.24,117.02
358,0,hp,933.12,184.57
359,1,ec,669.18,388.09
359,0,er,779.28,355.56
359,0,gc,630.83,127.63
359,0,gr,722.92,156.46
359,0,hp,998.61,193.85
360,0,ec,952.33,598.98
360,0,er,1164.2,525.2
360,1,gc,928.53,219.51
360,0,gr,1147,196.17
360,0,hp,1301.4,265.01
361,0,ec,996.58,599.07
361,0,er,1216,506.99
361,0,gc,904.81,221.16
361,1,gr,1039.6,186.96
361,0,hp,1145.9,269.18
362,0,ec,786.49,445.79
362,0,er,978.55,439.48
362,0,gc,842.36,169.93
362,0,gr,894.74,163.16
362,1,hp,1173.6,199.34
363,0,ec,840.15,524.99
363,0,er,937.5,409.4
363,1,gc,771.77,168.1
363,0,gr,910.39,136.68
363,0,hp,875.67,208.14
364,0,ec,668.03,372.65
364,0,er,869.54,336.66
364,1,gc,511.33,133.59
364,0,gr,673.44,130.32
364,0,hp,902.55,187.41
365,0,ec,676.68,341.63
365,0,er,860.54,419.5
365,1,gc,638.33,152.09
365,0,gr,784.26,111.6
365,0,hp,797.1,212.84
366,0,ec,868.39,492.93
366,0,er,1072.8,399.78
366,1,gc,790.16,205.46
366,0,gr,939.18,143.38
366,0,hp,1178.4,231.54
367,0,ec,605.69,387.18
367,0,er,831.35,373.99
367,1,gc,641.11,136.17
367,0,gr,743.42,130.27
367,0,hp,931.17,186.32
368,0,ec,875.59,536.78
368,0,er,987.38,537.83
368,1,gc,704.88,202.59
368,0,gr,859.98,176.03
368,0,hp,1119.2,257.43
369,0,ec,797.76,448.46
369,0,er,888.02,420.4
369,1,gc,680.64,171.83
369,0,gr,1010.1,156.58
369,0,hp,1028.8,210.78
370,0,ec,1032.6,548.19
370,0,er,1030.5,527.27
370,0,gc,790.53,213.63
370,0,gr,1044.9,181.59
370,1,hp,1189,259.1
371,1,ec,690.2,481.91
371,0,er,943.5,374.82
371,0,gc,663.23,141.43
371,0,gr,791.26,153.41
371,0,hp,782.56,157.72
372,0,ec,754.48,504.42
372,0,er,985.05,425.53
372,1,gc,753.99,167.1
372,0,gr,1031.8,167.64
372,0,hp,1069.5,194.18
373,0,ec,869.77,529.09
373,1,er,1065.5,502.64
373,0,gc,862.34,153.46
373,0,gr,999.63,179.84
373,0,hp,1126.2,218.25
374,0,ec,903.97,501.59
