Visit,Discount,Target,Distant,Income,Gender
1,0,0,5.274861991,85,0
0,4,1,5.274861991,85,0
0,0,1,5.274861991,85,0
0,57,1,5.274861991,85,0
0,0,0,5.274861991,85,0
0,0,1,5.274861991,85,0
0,0,1,5.274861991,85,0
0,3,0,5.274861991,85,0
1,69,1,5.274861991,85,0
1,0,0,5.274861991,85,0
0,83,0,5.274861991,85,0
0,0,1,5.274861991,85,0
1,2,0,5.274861991,85,0
0,60,0,5.274861991,85,0
0,58,1,5.274861991,85,0
0,0,1,5.274861991,85,0
0,0,0,5.274861991,85,0
0,18,0,5.274861991,85,0
0,0,0,5.274861991,85,0
0,0,1,5.274861991,85,0
0,0,0,5.274861991,85,0
1,0,0,5.274861991,85,0
0,76,1,5.274861991,85,0
0,92,1,5.274861991,85,0
0,0,0,5.274861991,85,0
0,70,0,5.274861991,85,0
0,84,1,5.274861991,85,0
0,68,1,5.274861991,85,0
0,0,1,5.274861991,85,0
0,0,1,5.274861991,85,0
0,68,0,5.274861991,85,0
0,4,1,5.274861991,85,0
0,29,1,5.274861991,85,0
0,0,0,5.274861991,85,0
0,73,1,5.274861991,85,0
1,92,0,5.274861991,85,0
0,0,0,10.14491925,136,0
0,0,1,10.14491925,136,0
0,45,1,10.14491925,136,0
0,83,0,10.14491925,136,0
0,96,1,10.14491925,136,0
0,0,1,10.14491925,136,0
0,4,1,10.14491925,136,0
0,0,0,10.14491925,136,0
0,89,1,10.14491925,136,0
0,0,0,10.14491925,136,0
0,3,0,10.14491925,136,0
0,90,1,10.14491925,136,0
0,96,1,10.14491925,136,0
0,10,1,10.14491925,136,0
0,41,1,10.14491925,136,0
1,0,1,10.14491925,136,0
0,0,0,10.14491925,136,0
0,47,0,10.14491925,136,0
0,0,1,10.14491925,136,0
0,65,1,10.14491925,136,0
0,0,1,10.14491925,136,0
0,79,0,10.14491925,136,0
0,0,0,10.14491925,136,0
0,0,0,10.14491925,136,0
0,0,1,10.14491925,136,0
0,0,0,10.14491925,136,0
0,0,1,10.14491925,136,0
0,0,0,10.14491925,136,0
0,97,1,10.14491925,136,0
0,85,0,10.14491925,136,0
2,26,1,10.14491925,136,0
0,88,0,10.14491925,136,0
0,53,0,10.14491925,136,0
0,0,1,10.14491925,136,0
0,30,1,10.14491925,136,0
0,0,1,10.14491925,136,0
0,0,0,10.14491925,136,0
0,0,0,10.14491925,136,0
0,0,0,10.14491925,136,0
0,48,0,10.14491925,136,0
0,0,0,10.14491925,136,0
0,0,0,10.14491925,136,0
0,92,0,10.14491925,136,0
0,0,1,10.14491925,136,0
0,46,0,10.14491925,136,0
0,0,1,10.14491925,136,0
0,19,1,10.14491925,136,0
0,0,1,10.14491925,136,0
1,48,0,10.14491925,136,0
1,0,0,10.14491925,136,0
0,0,1,5.096346118,159,0
0,43,0,5.096346118,159,0
0,96,0,5.096346118,159,0
0,0,1,5.096346118,159,0
1,0,1,5.096346118,159,0
0,0,1,5.096346118,159,0
0,84,0,5.096346118,159,0
0,0,1,5.096346118,159,0
0,0,0,5.096346118,159,0
1,0,1,5.096346118,159,0
1,74,1,5.096346118,159,0
1,0,0,5.096346118,159,0
0,0,1,5.096346118,159,0
0,9,1,5.096346118,159,0
0,0,0,5.096346118,159,0
0,0,1,5.096346118,159,0
0,0,0,5.096346118,159,0
0,0,1,5.096346118,159,0
1,0,1,5.096346118,159,0
0,0,0,5.096346118,159,0
0,16,0,5.096346118,159,0
0,0,0,5.096346118,159,0
1,8,0,5.096346118,159,0
0,83,1,5.096346118,159,0
0,0,1,5.096346118,159,0
0,42,1,5.096346118,159,0
0,91,0,5.096346118,159,0
0,82,0,5.096346118,159,0
0,54,0,5.096346118,159,0
1,53,1,5.096346118,159,0
0,36,0,5.096346118,159,0
0,45,1,5.096346118,159,0
0,0,1,5.096346118,159,0
0,59,1,5.096346118,159,0
0,29,1,5.096346118,159,0
0,28,1,5.096346118,159,0
0,0,0,5.096346118,159,0
1,0,0,5.096346118,159,0
2,0,0,5.096346118,159,0
0,0,1,5.096346118,159,0
0,0,1,5.096346118,159,0
1,78,0,5.096346118,159,0
1,20,0,5.096346118,159,0
0,0,0,5.096346118,159,0
0,74,0,5.096346118,159,0
0,0,0,5.096346118,159,0
0,99,1,5.096346118,159,0
1,64,1,5.096346118,159,0
0,0,0,5.096346118,159,0
0,0,0,5.096346118,159,0
0,38,0,3.927395037,94,0
0,0,0,3.927395037,94,0
0,0,0,3.927395037,94,0
0,0,0,3.927395037,94,0
0,0,1,3.927395037,94,0
0,13,1,3.927395037,94,0
0,6,0,3.927395037,94,0
0,79,1,3.927395037,94,0
0,39,1,3.927395037,94,0
0,57,0,3.927395037,94,0
0,0,0,3.927395037,94,0
2,64,1,3.927395037,94,0
1,0,1,3.927395037,94,0
0,0,1,3.927395037,94,0
0,0,0,3.927395037,94,0
0,32,0,3.927395037,94,0
0,36,1,3.927395037,94,0
1,98,1,3.927395037,94,0
0,22,0,3.927395037,94,0
0,0,0,3.927395037,94,0
0,52,1,3.927395037,94,0
1,0,0,3.927395037,94,0
0,0,0,3.927395037,94,0
1,0,1,3.927395037,94,0
0,0,0,3.927395037,94,0
0,0,0,3.927395037,94,0
0,0,1,3.927395037,94,0
0,54,1,3.927395037,94,0
0,34,0,3.927395037,94,0
1,8,1,3.927395037,94,0
0,0,1,3.927395037,94,0
1,0,1,3.927395037,94,0
0,0,0,3.927395037,94,0
0,0,0,3.927395037,94,0
0,0,1,3.927395037,94,0
1,0,1,3.927395037,94,0
0,0,0,3.927395037,94,0
0,84,1,3.927395037,94,0
0,73,1,3.927395037,94,0
0,0,1,3.927395037,94,0
0,52,1,3.927395037,94,0
0,97,0,3.927395037,94,0
0,0,1,3.927395037,94,0
0,0,1,3.927395037,94,0
0,0,0,3.927395037,94,0
0,55,1,3.927395037,94,0
1,0,1,3.927395037,94,0
0,0,0,3.927395037,94,0
0,0,1,3.927395037,94,0
0,88,0,3.927395037,94,0
0,0,1,4.385542378,94,1
0,0,0,4.385542378,94,1
1,30,1,4.385542378,94,1
1,62,1,4.385542378,94,1
0,0,1,4.385542378,94,1
0,63,0,4.385542378,94,1
2,79,1,4.385542378,94,1
0,0,0,4.385542378,94,1
0,0,0,4.385542378,94,1
1,41,1,4.385542378,94,1
1,0,1,4.385542378,94,1
1,0,1,4.385542378,94,1
0,0,1,4.385542378,94,1
0,0,1,4.385542378,94,1
2,70,0,4.385542378,94,1
0,97,1,4.385542378,94,1
1,0,1,4.385542378,94,1
1,0,1,4.385542378,94,1
0,73,1,4.385542378,94,1
0,48,0,4.385542378,94,1
0,0,0,4.385542378,94,1
0,14,1,4.385542378,94,1
0,59,0,4.385542378,94,1
0,18,0,4.385542378,94,1
1,97,1,4.385542378,94,1
0,0,0,4.385542378,94,1
0,95,0,4.385542378,94,1
0,0,0,4.385542378,94,1
0,7,0,4.385542378,94,1
0,94,0,4.385542378,94,1
0,0,0,4.385542378,94,1
1,76,0,4.385542378,94,1
0,26,0,4.385542378,94,1
0,93,1,4.385542378,94,1
1,41,0,4.385542378,94,1
0,31,0,4.385542378,94,1
0,39,1,4.385542378,94,1
0,40,1,4.385542378,94,1
0,85,0,4.385542378,94,1
0,81,1,4.385542378,94,1
0,0,1,4.385542378,94,1
0,0,0,4.385542378,94,1
0,0,0,4.385542378,94,1
0,77,0,4.385542378,94,1
0,0,1,4.385542378,94,1
1,0,1,4.385542378,94,1
0,27,1,4.385542378,94,1
0,3,0,4.385542378,94,1
0,0,0,4.385542378,94,1
0,12,0,4.385542378,94,1
1,69,1,3.35712651,246,0
1,0,0,3.35712651,246,0
0,49,0,3.35712651,246,0
1,51,0,3.35712651,246,0
1,68,1,3.35712651,246,0
2,88,1,3.35712651,246,0
0,94,1,3.35712651,246,0
0,79,0,3.35712651,246,0
0,0,0,3.35712651,246,0
2,25,0,3.35712651,246,0
0,24,1,3.35712651,246,0
0,22,0,3.35712651,246,0
0,0,0,3.35712651,246,0
1,64,0,3.35712651,246,0
1,58,0,3.35712651,246,0
2,0,1,3.35712651,246,0
1,70,1,3.35712651,246,0
0,0,1,3.35712651,246,0
0,0,0,3.35712651,246,0
3,0,1,3.35712651,246,0
2,10,1,3.35712651,246,0
2,0,1,3.35712651,246,0
2,0,0,3.35712651,246,0
1,37,1,3.35712651,246,0
0,0,1,3.35712651,246,0
1,90,0,3.35712651,246,0
1,0,1,3.35712651,246,0
1,0,0,3.35712651,246,0
0,0,0,3.35712651,246,0
0,0,0,3.35712651,246,0
1,0,0,3.35712651,246,0
2,0,0,3.35712651,246,0
0,21,0,3.35712651,246,0
2,0,0,3.35712651,246,0
1,0,1,3.35712651,246,0
0,0,1,3.35712651,246,0
0,51,1,3.35712651,246,0
1,56,0,3.35712651,246,0
0,0,0,3.35712651,246,0
1,46,1,3.35712651,246,0
0,63,0,3.35712651,246,0
0,52,1,3.35712651,246,0
1,0,1,3.35712651,246,0
0,43,0,3.35712651,246,0
0,90,1,3.35712651,246,0
2,45,0,3.35712651,246,0
0,40,1,3.35712651,246,0
0,0,0,3.35712651,246,0
1,54,0,3.35712651,246,0
0,0,0,3.35712651,246,0
2,77,1,2.456347248,188,1
0,0,0,2.456347248,188,1
1,71,0,2.456347248,188,1
1,25,0,2.456347248,188,1
0,79,0,2.456347248,188,1
1,36,0,2.456347248,188,1
0,77,0,2.456347248,188,1
0,0,1,2.456347248,188,1
0,21,0,2.456347248,188,1
0,0,0,2.456347248,188,1
0,55,1,2.456347248,188,1
0,0,1,2.456347248,188,1
0,34,0,2.456347248,188,1
2,43,1,2.456347248,188,1
0,7,0,2.456347248,188,1
0,0,0,2.456347248,188,1
1,0,0,2.456347248,188,1
1,0,1,2.456347248,188,1
0,0,0,2.456347248,188,1
0,61,1,2.456347248,188,1
0,0,0,2.456347248,188,1
0,0,0,2.456347248,188,1
3,0,1,2.456347248,188,1
0,83,0,2.456347248,188,1
0,44,1,2.456347248,188,1
0,25,1,2.456347248,188,1
0,80,0,2.456347248,188,1
0,95,1,2.456347248,188,1
3,85,0,2.456347248,188,1
0,0,0,2.456347248,188,1
0,0,1,2.456347248,188,1
0,3,0,2.456347248,188,1
0,0,1,2.456347248,188,1
0,0,1,2.456347248,188,1
1,0,0,2.456347248,188,1
0,0,0,2.456347248,188,1
0,0,1,2.456347248,188,1
0,42,1,2.456347248,188,1
0,0,1,2.456347248,188,1
0,0,0,2.456347248,188,1
1,0,0,2.456347248,188,1
0,19,0,2.456347248,188,1
0,0,0,2.456347248,188,1
0,90,1,2.456347248,188,1
0,56,1,2.456347248,188,1
0,0,0,2.456347248,188,1
0,39,1,2.456347248,188,1
0,0,0,2.456347248,188,1
0,0,1,2.456347248,188,1
0,12,0,2.456347248,188,1
0,54,1,4.043760752,135,1
0,100,1,4.043760752,135,1
1,87,0,4.043760752,135,1
0,0,1,4.043760752,135,1
0,62,0,4.043760752,135,1
0,0,0,4.043760752,135,1
0,0,1,4.043760752,135,1
0,0,1,4.043760752,135,1
1,0,0,4.043760752,135,1
0,0,0,4.043760752,135,1
0,76,1,4.043760752,135,1
0,0,0,4.043760752,135,1
1,0,0,4.043760752,135,1
0,0,0,4.043760752,135,1
2,41,0,4.043760752,135,1
0,0,1,4.043760752,135,1
0,0,1,4.043760752,135,1
0,0,0,4.043760752,135,1
0,0,1,4.043760752,135,1
0,0,0,4.043760752,135,1
0,0,0,4.043760752,135,1
0,0,0,4.043760752,135,1
0,0,1,4.043760752,135,1
2,51,1,4.043760752,135,1
0,0,0,4.043760752,135,1
0,0,0,4.043760752,135,1
1,40,0,4.043760752,135,1
1,60,1,4.043760752,135,1
0,79,1,4.043760752,135,1
0,7,1,4.043760752,135,1
0,36,0,4.043760752,135,1
0,81,0,4.043760752,135,1
1,0,0,4.043760752,135,1
1,82,1,4.043760752,135,1
1,34,0,4.043760752,135,1
0,0,0,4.043760752,135,1
0,74,1,4.043760752,135,1
0,0,1,4.043760752,135,1
2,98,1,4.043760752,135,1
0,0,0,4.043760752,135,1
0,100,0,4.043760752,135,1
1,0,0,4.043760752,135,1
1,22,0,4.043760752,135,1
1,77,1,4.043760752,135,1
0,51,0,4.043760752,135,1
0,93,1,4.043760752,135,1
0,22,1,4.043760752,135,1
0,18,0,4.043760752,135,1
0,55,0,4.043760752,135,1
0,0,1,4.043760752,135,1
0,4,0,1.820331062,291,0
1,0,0,1.820331062,291,0
1,0,1,1.820331062,291,0
1,0,1,1.820331062,291,0
1,0,1,1.820331062,291,0
2,12,0,1.820331062,291,0
0,0,1,1.820331062,291,0
2,56,1,1.820331062,291,0
0,0,1,1.820331062,291,0
3,0,1,1.820331062,291,0
1,26,0,1.820331062,291,0
3,0,1,1.820331062,291,0
3,0,0,1.820331062,291,0
0,0,1,1.820331062,291,0
2,0,1,1.820331062,291,0
1,66,0,1.820331062,291,0
0,39,1,1.820331062,291,0
3,14,0,1.820331062,291,0
0,0,0,1.820331062,291,0
1,0,0,1.820331062,291,0
0,0,1,1.820331062,291,0
1,0,1,1.820331062,291,0
0,3,0,1.820331062,291,0
1,29,1,1.820331062,291,0
0,9,0,1.820331062,291,0
1,10,1,1.820331062,291,0
0,48,0,1.820331062,291,0
0,16,1,1.820331062,291,0
1,56,0,1.820331062,291,0
0,0,1,1.820331062,291,0
0,0,1,1.820331062,291,0
0,0,0,1.820331062,291,0
2,0,1,1.820331062,291,0
1,28,1,1.820331062,291,0
0,0,1,1.820331062,291,0
0,0,1,1.820331062,291,0
0,43,1,1.820331062,291,0
1,40,1,1.820331062,291,0
2,14,0,1.820331062,291,0
1,68,1,1.820331062,291,0
3,0,1,1.820331062,291,0
0,94,0,1.820331062,291,0
0,0,1,1.820331062,291,0
1,0,0,1.820331062,291,0
3,0,1,1.820331062,291,0
2,84,1,1.820331062,291,0
0,81,1,1.820331062,291,0
3,0,0,1.820331062,291,0
0,0,0,1.820331062,291,0
1,45,1,1.820331062,291,0
1,26,1,3.805341547,138,0
2,0,1,3.805341547,138,0
1,43,1,3.805341547,138,0
0,0,1,3.805341547,138,0
0,41,1,3.805341547,138,0
4,0,1,3.805341547,138,0
0,4,0,3.805341547,138,0
0,84,1,3.805341547,138,0
0,71,0,3.805341547,138,0
1,0,1,3.805341547,138,0
0,0,0,3.805341547,138,0
3,27,1,3.805341547,138,0
0,23,1,3.805341547,138,0
0,98,1,3.805341547,138,0
0,41,0,3.805341547,138,0
0,0,1,3.805341547,138,0
1,0,1,3.805341547,138,0
0,12,0,3.805341547,138,0
0,0,1,3.805341547,138,0
1,0,1,3.805341547,138,0
2,51,1,3.805341547,138,0
0,21,1,3.805341547,138,0
1,0,1,3.805341547,138,0
0,0,0,3.805341547,138,0
0,6,0,3.805341547,138,0
0,41,0,3.805341547,138,0
1,0,0,3.805341547,138,0
1,0,1,3.805341547,138,0
0,89,1,3.805341547,138,0
0,0,0,3.805341547,138,0
2,0,0,3.805341547,138,0
0,23,0,3.805341547,138,0
0,0,1,3.805341547,138,0
1,10,0,3.805341547,138,0
1,94,0,3.805341547,138,0
1,0,0,3.805341547,138,0
0,50,1,3.805341547,138,0
1,0,1,3.805341547,138,0
0,0,0,3.805341547,138,0
0,75,0,3.805341547,138,0
0,70,0,3.805341547,138,0
1,0,1,3.805341547,138,0
0,0,0,3.805341547,138,0
0,0,0,3.805341547,138,0
1,100,0,3.805341547,138,0
1,0,1,3.805341547,138,0
0,47,0,3.805341547,138,0
0,89,1,3.805341547,138,0
0,59,0,3.805341547,138,0
0,67,1,3.805341547,138,0
1,6,1,3.92191095,86,1
0,17,0,3.92191095,86,1
0,0,1,3.92191095,86,1
1,0,1,3.92191095,86,1
1,0,1,3.92191095,86,1
1,13,1,3.92191095,86,1
0,45,0,3.92191095,86,1
0,0,0,3.92191095,86,1
3,18,1,3.92191095,86,1
0,48,0,3.92191095,86,1
1,28,0,3.92191095,86,1
0,48,1,3.92191095,86,1
0,53,1,3.92191095,86,1
0,0,0,3.92191095,86,1
0,0,0,3.92191095,86,1
1,45,1,3.92191095,86,1
0,0,1,3.92191095,86,1
0,97,1,3.92191095,86,1
0,36,0,3.92191095,86,1
0,54,0,3.92191095,86,1
0,44,0,3.92191095,86,1
1,27,1,3.92191095,86,1
0,75,1,3.92191095,86,1
3,0,1,3.92191095,86,1
0,11,1,3.92191095,86,1
0,95,1,3.92191095,86,1
0,0,1,3.92191095,86,1
1,0,1,3.92191095,86,1
0,79,0,3.92191095,86,1
1,66,1,3.92191095,86,1
2,98,1,3.92191095,86,1
0,0,1,3.92191095,86,1
1,0,0,3.92191095,86,1
1,0,1,3.92191095,86,1
0,0,1,3.92191095,86,1
0,0,0,3.92191095,86,1
2,0,0,3.92191095,86,1
3,0,1,3.92191095,86,1
0,0,1,3.92191095,86,1
0,3,0,3.92191095,86,1
1,0,1,3.92191095,86,1
0,6,0,3.92191095,86,1
0,0,1,3.92191095,86,1
1,12,1,3.92191095,86,1
1,92,0,3.92191095,86,1
0,0,0,3.92191095,86,1
0,0,1,3.92191095,86,1
1,73,1,3.92191095,86,1
1,0,1,3.92191095,86,1
1,0,0,3.92191095,86,1
0,22,1,3.631387237,191,0
0,17,0,3.631387237,191,0
0,0,0,3.631387237,191,0
0,0,0,3.631387237,191,0
0,0,1,3.631387237,191,0
1,66,0,3.631387237,191,0
0,91,1,3.631387237,191,0
1,0,0,3.631387237,191,0
0,75,0,3.631387237,191,0
2,86,1,3.631387237,191,0
0,0,1,3.631387237,191,0
0,0,1,3.631387237,191,0
1,71,1,3.631387237,191,0
2,8,1,3.631387237,191,0
1,0,0,3.631387237,191,0
0,0,1,3.631387237,191,0
0,77,1,3.631387237,191,0
2,16,0,3.631387237,191,0
1,79,1,3.631387237,191,0
0,0,1,3.631387237,191,0
1,0,0,3.631387237,191,0
0,98,1,3.631387237,191,0
0,92,1,3.631387237,191,0
0,0,1,3.631387237,191,0
0,43,1,3.631387237,191,0
1,0,0,3.631387237,191,0
0,0,1,3.631387237,191,0
0,0,1,3.631387237,191,0
0,0,0,3.631387237,191,0
0,98,0,3.631387237,191,0
0,0,1,3.631387237,191,0
0,65,1,3.631387237,191,0
1,0,0,3.631387237,191,0
2,88,1,3.631387237,191,0
0,60,0,3.631387237,191,0
0,0,0,3.631387237,191,0
0,0,1,3.631387237,191,0
1,0,0,3.631387237,191,0
0,0,1,3.631387237,191,0
0,43,0,3.631387237,191,0
0,0,1,3.631387237,191,0
0,9,1,3.631387237,191,0
0,0,0,3.631387237,191,0
0,68,1,3.631387237,191,0
0,36,0,3.631387237,191,0
0,24,1,3.631387237,191,0
1,0,1,3.631387237,191,0
0,0,1,3.631387237,191,0
0,0,0,3.631387237,191,0
0,0,0,3.631387237,191,0
1,0,0,5.875997533,239,1
1,70,1,5.875997533,239,1
0,0,1,5.875997533,239,1
1,0,0,5.875997533,239,1
0,0,1,5.875997533,239,1
1,0,1,5.875997533,239,1
1,0,0,5.875997533,239,1
2,36,1,5.875997533,239,1
0,0,1,5.875997533,239,1
1,0,1,5.875997533,239,1
1,0,0,5.875997533,239,1
0,90,0,5.875997533,239,1
3,87,0,5.875997533,239,1
1,0,0,5.875997533,239,1
1,0,0,5.875997533,239,1
0,0,0,5.875997533,239,1
0,76,0,5.875997533,239,1
1,88,1,5.875997533,239,1
0,0,1,5.875997533,239,1
0,56,0,5.875997533,239,1
2,70,1,5.875997533,239,1
0,19,1,5.875997533,239,1
1,0,1,5.875997533,239,1
0,96,0,5.875997533,239,1
1,0,0,5.875997533,239,1
0,0,1,5.875997533,239,1
0,77,0,5.875997533,239,1
0,71,1,5.875997533,239,1
3,0,1,5.875997533,239,1
1,18,1,5.875997533,239,1
1,0,0,5.875997533,239,1
1,18,0,5.875997533,239,1
0,30,1,5.875997533,239,1
0,0,0,5.875997533,239,1
0,72,0,5.875997533,239,1
2,36,0,5.875997533,239,1
1,0,0,5.875997533,239,1
0,16,1,5.875997533,239,1
0,0,1,5.875997533,239,1
1,91,1,5.875997533,239,1
1,0,1,5.875997533,239,1
2,29,1,5.875997533,239,1
0,0,1,5.875997533,239,1
2,0,1,5.875997533,239,1
0,69,1,5.875997533,239,1
0,0,1,5.875997533,239,1
1,87,0,5.875997533,239,1
2,93,1,5.875997533,239,1
2,85,0,5.875997533,239,1
0,87,0,5.875997533,239,1
1,51,1,1.276313304,44,0
0,13,0,1.276313304,44,0
1,0,1,1.276313304,44,0
0,0,0,1.276313304,44,0
0,0,0,1.276313304,44,0
0,0,1,1.276313304,44,0
0,0,1,1.276313304,44,0
0,0,0,1.276313304,44,0
0,79,1,1.276313304,44,0
0,70,0,1.276313304,44,0
0,55,0,1.276313304,44,0
0,0,1,1.276313304,44,0
0,100,0,1.276313304,44,0
0,0,1,1.276313304,44,0
1,94,1,1.276313304,44,0
1,52,1,1.276313304,44,0
0,79,0,1.276313304,44,0
0,24,1,1.276313304,44,0
0,0,1,1.276313304,44,0
2,11,1,1.276313304,44,0
0,79,0,1.276313304,44,0
0,0,0,1.276313304,44,0
0,0,0,1.276313304,44,0
2,0,1,1.276313304,44,0
0,6,0,1.276313304,44,0
0,0,1,1.276313304,44,0
0,39,0,1.276313304,44,0
0,14,1,1.276313304,44,0
0,0,1,1.276313304,44,0
0,22,1,1.276313304,44,0
0,0,1,1.276313304,44,0
0,43,1,1.276313304,44,0
0,70,0,1.276313304,44,0
1,0,1,1.276313304,44,0
0,19,1,1.276313304,44,0
0,0,1,1.276313304,44,0
0,14,0,1.276313304,44,0
0,0,1,1.276313304,44,0
0,0,0,1.276313304,44,0
1,0,1,1.276313304,44,0
0,10,1,1.276313304,44,0
0,68,0,1.276313304,44,0
0,86,1,1.276313304,44,0
1,0,0,1.276313304,44,0
0,0,1,1.276313304,44,0
0,0,1,1.276313304,44,0
0,86,1,1.276313304,44,0
0,57,0,1.276313304,44,0
1,89,0,1.276313304,44,0
2,0,0,1.276313304,44,0
0,0,1,5.958722186,137,1
0,0,1,5.958722186,137,1
1,0,1,5.958722186,137,1
1,99,0,5.958722186,137,1
0,16,0,5.958722186,137,1
1,0,1,5.958722186,137,1
1,0,1,5.958722186,137,1
0,0,0,5.958722186,137,1
1,0,0,5.958722186,137,1
0,0,1,5.958722186,137,1
0,72,0,5.958722186,137,1
0,0,0,5.958722186,137,1
0,0,0,5.958722186,137,1
0,33,0,5.958722186,137,1
0,0,0,5.958722186,137,1
0,0,1,5.958722186,137,1
0,99,0,5.958722186,137,1
1,59,0,5.958722186,137,1
0,52,0,5.958722186,137,1
2,50,0,5.958722186,137,1
0,10,1,5.958722186,137,1
1,74,0,5.958722186,137,1
0,0,0,5.958722186,137,1
0,0,0,5.958722186,137,1
1,0,1,5.958722186,137,1
3,0,1,5.958722186,137,1
0,12,0,5.958722186,137,1
0,0,0,5.958722186,137,1
1,0,0,5.958722186,137,1
3,90,0,5.958722186,137,1
1,0,0,5.958722186,137,1
1,0,0,5.958722186,137,1
1,0,1,5.958722186,137,1
0,0,0,5.958722186,137,1
1,94,0,5.958722186,137,1
0,0,1,5.958722186,137,1
1,0,1,5.958722186,137,1
1,60,0,5.958722186,137,1
0,59,1,5.958722186,137,1
2,73,0,5.958722186,137,1
0,37,0,5.958722186,137,1
0,0,1,5.958722186,137,1
0,59,1,5.958722186,137,1
0,53,1,5.958722186,137,1
0,21,0,5.958722186,137,1
1,0,1,5.958722186,137,1
0,0,0,5.958722186,137,1
0,0,0,5.958722186,137,1
0,47,0,5.958722186,137,1
0,0,1,5.958722186,137,1
0,15,1,5.771589472,34,1
1,15,0,5.771589472,34,1
0,0,0,5.771589472,34,1
0,30,0,5.771589472,34,1
0,0,0,5.771589472,34,1
0,66,0,5.771589472,34,1
0,0,1,5.771589472,34,1
0,0,0,5.771589472,34,1
0,0,1,5.771589472,34,1
0,72,1,5.771589472,34,1
0,49,0,5.771589472,34,1
0,31,1,5.771589472,34,1
0,0,0,5.771589472,34,1
0,11,0,5.771589472,34,1
0,37,0,5.771589472,34,1
0,74,0,5.771589472,34,1
0,0,0,5.771589472,34,1
1,0,0,5.771589472,34,1
0,54,1,5.771589472,34,1
0,3,0,5.771589472,34,1
0,0,0,5.771589472,34,1
0,0,0,5.771589472,34,1
0,91,0,5.771589472,34,1
0,0,0,5.771589472,34,1
0,18,0,5.771589472,34,1
0,0,0,5.771589472,34,1
0,0,1,5.771589472,34,1
0,53,1,5.771589472,34,1
1,0,1,5.771589472,34,1
0,28,0,5.771589472,34,1
0,0,1,5.771589472,34,1
0,0,0,5.771589472,34,1
0,0,1,5.771589472,34,1
0,71,1,5.771589472,34,1
0,0,1,5.771589472,34,1
0,0,0,5.771589472,34,1
0,42,1,5.771589472,34,1
0,55,1,5.771589472,34,1
0,0,0,5.771589472,34,1
0,0,1,5.771589472,34,1
1,24,1,5.771589472,34,1
0,3,1,5.771589472,34,1
0,16,0,5.771589472,34,1
0,63,0,5.771589472,34,1
0,91,0,5.771589472,34,1
0,84,1,5.771589472,34,1
1,0,1,5.771589472,34,1
1,0,0,5.771589472,34,1
0,0,0,5.771589472,34,1
0,0,0,5.771589472,34,1
1,92,0,0.486477168,235,1
1,0,1,0.486477168,235,1
1,84,0,0.486477168,235,1
0,0,1,0.486477168,235,1
1,0,1,0.486477168,235,1
1,24,1,0.486477168,235,1
3,97,1,0.486477168,235,1
2,40,0,0.486477168,235,1
1,97,1,0.486477168,235,1
2,0,1,0.486477168,235,1
1,50,1,0.486477168,235,1
0,0,0,0.486477168,235,1
2,27,0,0.486477168,235,1
1,0,0,0.486477168,235,1
0,55,0,0.486477168,235,1
1,61,1,0.486477168,235,1
0,0,0,0.486477168,235,1
0,0,0,0.486477168,235,1
0,0,1,0.486477168,235,1
0,0,1,0.486477168,235,1
2,51,0,0.486477168,235,1
2,0,1,0.486477168,235,1
0,67,1,0.486477168,235,1
2,0,0,0.486477168,235,1
2,69,0,0.486477168,235,1
2,55,0,0.486477168,235,1
0,79,0,0.486477168,235,1
0,0,0,0.486477168,235,1
1,79,0,0.486477168,235,1
0,0,1,0.486477168,235,1
1,50,1,0.486477168,235,1
2,45,1,0.486477168,235,1
0,13,1,0.486477168,235,1
0,0,1,0.486477168,235,1
2,100,1,0.486477168,235,1
2,34,0,0.486477168,235,1
1,89,1,0.486477168,235,1
3,0,0,0.486477168,235,1
1,0,1,0.486477168,235,1
1,0,1,0.486477168,235,1
0,0,1,0.486477168,235,1
0,19,0,0.486477168,235,1
0,43,1,0.486477168,235,1
1,18,1,0.486477168,235,1
0,0,1,0.486477168,235,1
0,42,1,0.486477168,235,1
0,24,1,0.486477168,235,1
0,0,0,0.486477168,235,1
1,0,1,0.486477168,235,1
1,0,0,0.486477168,235,1
0,0,1,5.52275666,164,0
1,25,0,5.52275666,164,0
0,94,1,5.52275666,164,0
0,0,0,5.52275666,164,0
0,18,1,5.52275666,164,0
2,97,1,5.52275666,164,0
0,65,1,5.52275666,164,0
1,25,1,5.52275666,164,0
0,0,0,5.52275666,164,0
1,0,0,5.52275666,164,0
1,75,0,5.52275666,164,0
1,72,1,5.52275666,164,0
0,0,1,5.52275666,164,0
0,57,0,5.52275666,164,0
0,30,0,5.52275666,164,0
0,0,1,5.52275666,164,0
1,86,1,5.52275666,164,0
2,77,1,5.52275666,164,0
0,48,0,5.52275666,164,0
0,76,1,5.52275666,164,0
0,47,1,5.52275666,164,0
0,0,0,5.52275666,164,0
0,0,1,5.52275666,164,0
0,14,1,5.52275666,164,0
1,6,1,5.52275666,164,0
0,0,0,5.52275666,164,0
0,0,1,5.52275666,164,0
1,0,1,5.52275666,164,0
0,0,1,5.52275666,164,0
0,0,0,5.52275666,164,0
1,68,1,5.52275666,164,0
1,63,1,5.52275666,164,0
0,33,0,5.52275666,164,0
0,0,0,5.52275666,164,0
0,13,0,5.52275666,164,0
0,57,1,5.52275666,164,0
0,0,1,5.52275666,164,0
